ProteinA	ProteinB	Detection Method	Interaction Type	Confidence
uniprotkb:Q852U6	uniprotkb:Q94JV5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q852U6	uniprotkb:F4JRR1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9CAW9	uniprotkb:Q852U6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q852U6	uniprotkb:Q9FG29	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FH14	uniprotkb:Q852U6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q852U6	uniprotkb:Q9FIR9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q852U6	uniprotkb:Q9FNR3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9LS08	uniprotkb:Q852U6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q852U6	uniprotkb:Q9M155	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9SCK1	uniprotkb:Q852U6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q852U6	uniprotkb:Q9SMN1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9STS3	uniprotkb:Q852U6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9SZZ4	uniprotkb:Q852U6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9ZUM8	uniprotkb:Q852U6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q6NMB4	uniprotkb:Q8GSJ6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GTR9	uniprotkb:Q8LAZ7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GTR9	uniprotkb:Q9C9L2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:F4JN35	uniprotkb:Q8GUG6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q94F58	uniprotkb:Q8GUG6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUG7	uniprotkb:Q6NQ80	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8RWF8	uniprotkb:Q8GUG7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:F4JCU0	uniprotkb:Q8GUG7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUG7	uniprotkb:Q93ZM2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUG7	uniprotkb:Q9CAW9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUI6	uniprotkb:Q9SQX9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.62
uniprotkb:Q8GUK3	uniprotkb:Q8VZ95	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q93ZY1	uniprotkb:Q8GUK3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUK3	uniprotkb:Q94F58	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUK3	uniprotkb:Q9FFS0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUK5	uniprotkb:Q9LII8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUK5	uniprotkb:Q9LQT8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9SCK1	uniprotkb:Q8GUK5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUK8	uniprotkb:Q8GUK8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FFZ0	uniprotkb:Q8GUK8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUK8	uniprotkb:Q9M336	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUN3	uniprotkb:Q7Y227	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUN4	uniprotkb:Q9SIF2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUP4	uniprotkb:O80480	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q700E3	uniprotkb:Q8GUP4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q96331	uniprotkb:Q8GUP4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUP4	uniprotkb:F4JRR1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GUP4	uniprotkb:Q9S7W5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8L745	uniprotkb:Q8GW09	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q700E3	uniprotkb:Q8GW24	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWT9	uniprotkb:Q8GW24	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW24	uniprotkb:Q8H1E5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW24	uniprotkb:Q8L4Q6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8W5R5	uniprotkb:Q8GW24	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FMA3	uniprotkb:Q8GW24	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW24	uniprotkb:Q9LMJ4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW24	uniprotkb:Q9SCK1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW31	uniprotkb:Q84K25	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:P42644	uniprotkb:Q8GW47	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW47	uniprotkb:P48349	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW47	uniprotkb:Q01525	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW47	uniprotkb:Q8GW47	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8L7K9	uniprotkb:Q8GW47	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q96300	uniprotkb:Q8GW47	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9C8P0	uniprotkb:Q8GW49	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW56	uniprotkb:Q8L7T4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8VZS6	uniprotkb:Q8GW56	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW57	uniprotkb:Q9SJK5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW60	uniprotkb:Q9LIC6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW60	uniprotkb:Q9SZZ4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:F4JN35	uniprotkb:Q8GW61	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW61	uniprotkb:Q94F58	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GW89	uniprotkb:Q96331	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWB3	uniprotkb:Q93VH1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.53
uniprotkb:Q8GWB3	uniprotkb:Q9FFS0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWB3	uniprotkb:Q9FZK5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWC7	uniprotkb:Q9SS37	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8LAZ7	uniprotkb:Q8GWD1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9SB47	uniprotkb:Q8GWD1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8L3X8	uniprotkb:Q8GWD1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8L719	uniprotkb:Q8GWD1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWD1	uniprotkb:Q8RWN5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWD1	uniprotkb:Q9LKL2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWD1	uniprotkb:Q9S7W5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWD1	uniprotkb:Q9ZUU4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWH4	uniprotkb:O04326	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWH4	uniprotkb:Q8GXA4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9M339	uniprotkb:Q8GWI1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9SIP7	uniprotkb:Q8GWI1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWJ6	uniprotkb:Q8VZW1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:O04326	uniprotkb:Q8GWM8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q94F58	uniprotkb:Q8GWM8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWP3	uniprotkb:F4JN35	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWQ2	uniprotkb:Q9LVI4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWQ2	uniprotkb:Q9M336	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9LXJ0	uniprotkb:Q8GWR1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9SJH7	uniprotkb:Q8GWR1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8LGS1	uniprotkb:Q8GWR2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q93Z00	uniprotkb:Q8GWR2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWR2	uniprotkb:Q9C7N3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.53
uniprotkb:Q9C9L2	uniprotkb:Q8GWR2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FTA2	uniprotkb:Q8GWR2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:O82239	uniprotkb:Q8GWR3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9LU63	uniprotkb:Q8GWR3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWR3	uniprotkb:Q9S7W5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWR3	uniprotkb:Q9STS3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWR9	uniprotkb:Q9FVU9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9SAK5	uniprotkb:Q8GWR9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWS0	uniprotkb:Q93Z00	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWS0	uniprotkb:Q96331	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:O04326	uniprotkb:Q8GWT5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWT5	uniprotkb:Q0WV96	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8VZ95	uniprotkb:Q8GWT5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8VZW1	uniprotkb:Q8GWT5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWT5	uniprotkb:Q94F58	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FNC4	uniprotkb:Q8GWT5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWT5	uniprotkb:Q9FZK5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8H1E5	uniprotkb:Q8GWU7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWU7	uniprotkb:Q8L7G9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8RXD6	uniprotkb:Q8GWU7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWU7	uniprotkb:Q8VZ40	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FHW7	uniprotkb:Q8GWU7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWU7	uniprotkb:Q9LNT9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWV6	uniprotkb:Q9LZG0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWW6	uniprotkb:Q93Z00	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GWX1	uniprotkb:Q9SGS2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX26	uniprotkb:Q39012	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX26	uniprotkb:Q96287	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:O04294	uniprotkb:Q8GX29	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:O80480	uniprotkb:Q8GX29	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX29	uniprotkb:O81629	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q96321	uniprotkb:Q8GX29	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:F4JL11	uniprotkb:Q8GX29	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX29	uniprotkb:Q9FHW7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.55
uniprotkb:Q9SY65	uniprotkb:Q8GX29	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q96331	uniprotkb:Q8GX41	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX62	uniprotkb:Q8GX62	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX70	uniprotkb:Q0WV96	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX70	uniprotkb:Q8GXA4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX70	uniprotkb:Q8VZ95	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8VZW1	uniprotkb:Q8GX70	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q94F58	uniprotkb:Q8GX70	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX70	uniprotkb:Q9FFS0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX77	uniprotkb:Q8L7G9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX77	uniprotkb:Q96331	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX77	uniprotkb:Q9C5G8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FHW7	uniprotkb:Q8GX77	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FNR3	uniprotkb:Q8GX77	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX77	uniprotkb:Q9LNT9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX77	uniprotkb:Q9STS3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX78	uniprotkb:O04326	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX78	uniprotkb:Q8VZW1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX78	uniprotkb:F4JN35	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX78	uniprotkb:Q94F58	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GX78	uniprotkb:Q9FZK5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q0WLB5	uniprotkb:Q8GX81	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FFZ0	uniprotkb:Q8GX81	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q940I0	uniprotkb:Q8GXB3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q96331	uniprotkb:Q8GXB3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9FMA3	uniprotkb:Q8GXD9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXD9	uniprotkb:Q9LUV4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9SZI2	uniprotkb:Q8GXF7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXI5	uniprotkb:Q8GXI5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:O81629	uniprotkb:Q8GXL7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXL7	uniprotkb:Q8GXL7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q8H1G0	uniprotkb:Q8GXL7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q9FVU9	uniprotkb:Q8GXL7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXL7	uniprotkb:Q9SCK1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q38845	uniprotkb:Q8GXR6	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9SUR0	uniprotkb:Q9M157	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8LAZ7	uniprotkb:Q8GXU4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXU4	uniprotkb:O65581	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXU4	uniprotkb:Q9LF98	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9ZQC0	uniprotkb:Q8GXU4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXW5	uniprotkb:Q56WN1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXW6	uniprotkb:Q9FHW7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXX5	uniprotkb:Q9LII8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXX5	uniprotkb:Q8L866	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q8GXX5	uniprotkb:Q9LQT8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q949M9	uniprotkb:Q8GXY3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q9C6B3	uniprotkb:Q8GXZ5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q94F58	uniprotkb:Q8GXZ7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:O81483	uniprotkb:Q38845	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:F4JN35	uniprotkb:O81483	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q949M9	uniprotkb:O81483	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:Q84JZ7	uniprotkb:Q8GY03	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.37
